CxContactTimes,CxGoalMostImpCP4,CxGoalMostImpCP4[other],CxGoalAchieve,CxSenseBelongPre,CxSenseBelong,QSPS1[SQ1],QSPS1[SQ2],QSPS1[SQ3],QSPS1[SQ4],QSPS1[SQ5],SPSScore,CxSPS1,CxSenseBelongInd,CxSenseBelongDif,CxGoalAchievSum,QAgeN,CxGenderFMD,CxGenderFMD[other],CxTransgender,CxIdentity[CxBlack],CxIdentity[CxPOC],CxIdentity[CxFNIM],CxIdentity[CxLGBTQ],CxIdentity[CxPersonDisab],CxIdentity[CxFrancophone],CxIdentity[CxNA],CxIdentity[CxDK],CxIdentity[CxRF],QFSA,CxAgeOTF
A3,A3,,A2,RF,A3,,,,,,0,RF,A2,RF   ,A2,,F,,,,,,,,,,,,,
A2,A5,,A2,A3,A4,,,,,,0,RF,A2,A1   ,A2,81,F,,N,,,,,,,Y,,,L6M,A6
A3,A6,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,73,M,,N,,,,,,,Y,,,L7P,A6
A2,A3,,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,74,F,,N,,,,,,,Y,,,L6M,A6
A2,-oth-,feel less alone and do something to take me away from being on alert nd caregiving 24/7,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,68,F,,N,,Y,,,,,,,,L6M,A6
A3,A2,,A4,A2,A2,,,,,,0,RF,A1,A2   ,A1,63,F,,N,,,,,,,Y,,,L9T,A5
A2,-oth-,do something fun,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,55,F,,N,,,,,,,Y,,,L7J,A5
A1,A6,,A1,,A2,,,,,,0,RF,A1,A2   ,A2,87,F,,N,,,,,,,Y,,,L6K,A6
A2,A3,,A2,A3,A3,,,,,,0,RF,A2,A2   ,A2,74,F,,N,,,,,,,Y,,,L7M,A6
A3,A1,,A2,A3,A4,A3,A3,A4,A4,A3,17,High,A2,A1   ,A2,31,F,,N,,,,,,,,,Y,L6Y,A4
A2,A2,,A2,A1,A4,,,,,,0,RF,A2,A1   ,A2,75,F,,N,,,,,,,Y,,,L7M,A6
A1,A5,,,,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,21,F,,N,,,,Y,,,,,,N0B,A3
A2,A5,,A4,A3,A3,A1,A1,A1,A1,A1,5,Low,A2,A2   ,A1,,,,,,,,,,,,,,,
A2,A3,,A4,A2,A3,A3,A4,A3,A3,A3,16,High,A2,A1   ,A1,76,F,,N,,,,,Y,,,,,l4r,A6
A2,A3,,A4,A2,A3,A3,A4,A3,A3,A3,16,High,A2,A1   ,A1,76,F,,N,,,,,Y,,,,,L4R,A6
A3,A4,,A4,A4,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,,-oth-,Who ever,,,,,,,,,,,L9M,
A3,A3,,A4,A1,A3,A3,A3,A3,A4,A4,17,High,A2,A1   ,A1,70,F,,N,,,,,,,Y,,,L4N,A6
A3,A4,,A4,A2,A3,A4,A4,A3,A3,A4,18,High,A2,A1   ,A1,77,F,,N,,,,,,,,,,L0K,A6
A3,A4,,A5,A2,A3,A2,A3,RF,A3,A3,11,Mid,A2,A1   ,A1,74,F,,N,,,,,,,,,,L0K,A6
A2,A5,,A5,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,,F,,,,,,,,,,,,,
A2,A3,,A4,A3,A3,A3,A3,A3,A4,A3,16,High,A2,A2   ,A1,56,F,,N,,,Y,,,,,,,L0k,A5
A3,A6,,A5,A1,A3,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,64,F,,N,,,,,,,Y,,,L0K,A5
A2,-oth-,This has been helpful getting the grief out of my physical body. Grief yoga was recommended by a couple of friends as a way to overcome some of the sadness from grief.,A4,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,76,F,,N,,,,,,,Y,,,L0K,A6
A3,-oth-,get help dealing with my grief,A5,A2,A2,A4,A4,A3,A4,A4,19,High,A1,A2   ,A1,73,F,,N,,,,,,,Y,,,L9J,A6
A3,A4,,A5,A2,A4,A3,A4,A3,A4,A4,18,High,A2,A1   ,A1,77,F,,N,,,,,,,Y,,,L0K,A6
A2,A4,,A4,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,61,F,,N,,,,,,Y,,,,L9M,A5
A3,A4,,A4,A1,A3,A4,A4,A4,A3,A4,19,High,A2,A1   ,A1,63,F,,N,,,Y,,,,,,,L7P,A5
A2,A6,,A5,A1,A4,,,,,,0,RF,A2,A1   ,A1,69,M,,N,,,,,,,Y,,,,A6
A2,A4,,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,62,F,,N,,,,,,,Y,,,L7g,A5
A1,A4,,A5,,A3,,,,,,0,RF,A2,A2   ,A1,81,F,,N,,,,,,,Y,,,L7L,A6
A2,A5,,A5,A2,A4,,,,,,0,RF,A2,A1   ,A1,75,F,,N,,,,,,,Y,,,,A6
A2,A5,,A5,A2,A4,,,,,,0,RF,A2,A1   ,A1,75,F,,N,,,,,,,Y,,,L5J,A6
A1,A3,,,,A1,A3,A4,A3,A3,RF,13,Mid,A1,A2   ,RF,,M,,,,,,,,,,,,N0J,
A2,A2,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,72,F,,N,,,,,,,Y,,,M4P,A6
A3,A3,,A2,A3,A3,,,,,,0,RF,A2,A2   ,A2,75,M,,N,,,,Y,,,,,,M5V,A6
A2,A2,,A2,A1,A3,,,,,,0,RF,A2,A1   ,A2,73,F,,N,,,,,,,Y,,,,A6
A2,A2,,A4,A3,A4,,,,,,0,RF,A2,A1   ,A1,75,F,,N,,,,,,,Y,,,M4E,A6
A2,A5,,A2,A4,A4,,,,,,0,RF,A2,A2   ,A2,58,F,,N,,,,,,,Y,,,M6S,A5
A2,A5,,A4,A3,A4,,,,,,0,RF,A2,A1   ,A1,68,F,,N,,,,,,,Y,,,L3T,A6
A2,-oth-,To discuss movies with other people I don't know to get range of opinions and experiences,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,58,F,,N,,,,,,,Y,,,M6S,A5
A2,-oth-,Just interested in watching different movies,A4,RF,RF,,,,,,0,RF,RF,RF   ,A1,79,M,,N,,,,,,,Y,,,L0S,A6
A2,A3,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,67,F,,N,,,,,Y,Y,,,,M5A,A6
A2,-oth-,learn more,A4,A1,A1,,,,,,0,RF,A1,A2   ,A1,80,F,,N,,,,,,Y,,,,m3a,A6
A3,A5,,A4,A3,A4,,,,,,0,RF,A2,A1   ,A1,82,F,,N,,,,,,,Y,,,M3h,A6
A2,A2,,A2,A2,A2,,,,,,0,RF,A1,A2   ,A2,76,F,,N,,,,,,,Y,,,M5M,A6
A1,-oth-,Discuss film with more people,A5,,RF,,,,,,0,RF,RF,RF   ,A1,,F,,,,,,,,,,,,M4P,
A3,A5,,RF,RF,RF,,,,,,0,RF,RF,RF   ,RF,,,,,,,,,,,,,,,
A3,A2,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,M4J,
A2,A3,,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,,F,,,,,,,,,,,,M2P,
A2,-oth-,To see movies and hear other people’s input about said movie,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,60,F,,N,,,,Y,Y,,,,,,A5
A3,A2,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,66,F,,N,,,,,Y,,,,,M4J,A6
A2,A5,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,72,F,,N,,,,,,,Y,,,,A6
A2,A5,,A5,A4,A4,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,T6T,
A3,A2,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,69,F,,N,,,,,,Y,,,,M2J,A6
A1,-oth-,Enjoy films i may not watch otherwise,A4,,A3,,,,,,0,RF,A2,A2   ,A1,65,F,,N,,,,,,,Y,,,M4m,A6
A3,-oth-,see and discuss films,A5,A4,,,,,,,0,RF,RF,A2   ,A1,75,F,,N,,,,,,,Y,,,M5M,A6
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,79,F,,N,,,,,,,Y,,,M2K,A6
A1,,,A2,,A4,,,,,,0,RF,A2,A2   ,A2,,F,,,,,,,,,,,,m5e,
A3,-oth-,Explore new viewpoints,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,69,F,,N,,,,,,,Y,,,m4c,A6
A2,A2,,A4,A3,A4,,,,,,0,RF,A2,A1   ,A1,68,F,,N,,,,,,,Y,,,M3H,A6
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,68,F,,N,,,,,,,Y,,,M4P,A6
A3,-oth-,Discuss film with other people to get different perspectives and deep understanding. Meeting other people  and connecting with a similar demographic is an important element.,A4,A2,A2,,,,,,0,RF,A1,A2   ,A1,74,M,,,,,,,,,,,,M4S,A6
A3,A2,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,73,F,,N,,,,,,,Y,,,M4E,A6
A2,A2,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,68,F,,N,,,,,,,Y,,,,A6
A1,A3,,A5,,A2,,,,,,0,RF,A1,A2   ,A1,66,F,,N,,,,,,,Y,,,M5S,A6
A2,A2,,A4,A3,A2,,,,,,0,RF,A1,A2   ,A1,,F,,,,,,,,,,,,,
A3,-oth-,process grief,A4,A3,A3,A4,A4,A3,A4,A4,19,High,A2,A2   ,A1,,,,,,,,,,,,,,L4R,
A2,A2,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,82,F,,N,,,,,,,Y,,,M3A,A6
A1,A4,,,,A4,A3,A4,A3,A3,A3,16,High,A2,A2   ,RF,,NB,,,,,,,,,,,,N4S,
A2,A2,,A2,A1,A2,,,,,,0,RF,A1,A1   ,A2,67,M,,N,,,,Y,,,,,,M9N,A6
A3,A5,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,78,F,,N,,,,,,,,,,L3T,A6
A2,A2,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,,
A2,-oth-,Learn,A4,A3,A4,,,,,,0,RF,A2,A1   ,A1,69,F,,N,,,,,,,Y,,,M2N,A6
A3,-oth-,Discuss movies,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,64,F,,N,,,,,,,Y,,,,A5
A2,-oth-,To watch movies & hear other people's thoughts of said movie,A5,RF,RF,,,,,,0,RF,RF,RF   ,A1,60,F,,N,,,,Y,Y,,,,,,A5
A3,A2,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,,F,,,,,,,,,,,,M4S,
A3,A6,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,41,F,,N,,Y,,,,,,,,L5R,A4
A3,A5,,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,41,F,,N,,Y,,,,,,,,L5r,A4
A3,-oth-,See films I otherwise would not see,A5,A3,A3,,,,,,0,RF,A2,A2   ,A1,72,M,,N,,,,,,,Y,,,M5N,A6
A3,A5,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,41,F,,N,,Y,,,,,,,,L5R,A4
A3,A5,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,41,F,,N,,Y,,,,,,,,L5R,A4
A3,A2,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,41,F,,N,,Y,,,,,,,,L5R,A4
A2,-oth-,"brain stimulation to improve cognition, keep up socially in conversations, maintain outside and cultural art interests",A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,74,F,,N,,,,,,,Y,,,M2J,A6
A1,-oth-,,A4,,RF,A1,,,,,1,RF,RF,RF   ,A1,,-oth-,,,,,,,,,,,,,
A2,A5,,A2,A2,A1,,,,,,0,RF,A1,A2   ,A2,60,F,,N,,Y,,,,,,,,M4y,A5
A2,A3,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,0,F,,N,,,,,,,Y,,,M3P,
A3,A4,,A5,A2,A3,A3,A2,A3,A2,A3,13,Mid,A2,A1   ,A1,68,F,,N,,,,,,,Y,,,L4R,A6
A2,A5,,A5,A2,A4,,,,,,0,RF,A2,A1   ,A1,70,F,,N,,Y,,,,,,,,M2J,A6
A1,-oth-,"just retired - wanted to find new hobbies in the community, I love movies and people, seemed like a perfect fit. This was my first time attending. Appreciate this program a lot.",RF,,A2,,,,,,0,RF,A1,A2   ,RF,68,F,,N,,Y,,,,,,,,M6R,A6
A1,-oth-,just retired and was looking for community involvement,RF,,A2,,,,,,0,RF,A1,A2   ,RF,68,F,,N,,Y,,,,,,,,M6R,A6
A3,A5,,A4,A4,A3,,,,,,0,RF,A2,A2   ,A1,78,F,,N,,,,,,,Y,,,M4G,A6
A2,A3,,A4,A4,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,62,F,,N,,,,,,,Y,,,L4R,A5
A2,A5,,A5,A3,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,64,F,,N,,,,,,,,,Y,L5L,A5
A1,A5,,A5,,A3,A4,A4,A3,A3,A3,17,High,A2,A2   ,A1,83,F,,N,,,,,,,,,Y,L5M,A6
A1,A5,,A5,,A2,A3,A2,A2,A2,A4,13,Mid,A1,A2   ,A1,,F,,,,,,,,,,,,L5R,
A1,A6,,A5,,A3,,,,,,0,RF,A2,A2   ,A1,74,F,,N,,,,,,,Y,,,N3R,A6
A1,A6,,A5,,A4,,,,,,0,RF,A2,A2   ,A1,74,F,,N,,,,,,,Y,,,N3R,A6
A1,A5,,A4,,A3,A3,A3,A4,A2,A3,15,High,A2,A2   ,A1,73,F,,,,,,,,,,,,L6V,A6
A3,A5,,A4,A2,A2,A3,RF,RF,A3,A3,9,Low,A1,A2   ,A1,,F,,,,,,,,,,,,L5M,
A1,-oth-,I like dancing. It energized me.,A5,,A4,A4,A3,A4,A4,A3,18,High,A2,A2   ,A1,,F,,,,,,,,,,,,L5M,
A3,A5,,A5,A4,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,,F,,,,,,,,,,,,,
A3,A4,,A4,,,,,,,,0,RF,RF,A2   ,A1,,,,,,,,,,,,,,,
A2,A3,,A5,A3,A4,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,65,F,,,,,,,,,,,,,A6
A1,A5,,A4,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,,F,,,,,,,,,,,,L5V,
A2,A2,,A2,A4,A3,,,,,,0,RF,A2,A2   ,A2,68,F,,N,,,,,,,,,Y,L6M,A6
A1,A5,,A5,,A2,A3,A3,A3,A3,RF,12,Mid,A1,A2   ,A1,70,F,,,,,,,,,,,,L5A,A6
A2,A3,,A2,,A2,A3,A1,A3,A3,A3,13,Mid,A1,A2   ,A2,,F,,,,,,,,,,,,L5M,
A3,A4,,A5,A4,A3,,,,,,0,RF,A2,A2   ,A1,82,F,,N,,,,,,,Y,,,L6L,A6
A3,A5,,A2,A3,A3,,,,,,0,RF,A2,A2   ,A2,51,F,,N,,,,,,,Y,,,L5N,A5
A3,A3,,A2,A3,A3,,,,,,0,RF,A2,A2   ,A2,79,M,,N,,,,,,,Y,,,L5M,A6
A3,A6,,A4,A3,A3,,,,,,0,RF,A2,A2   ,A1,79,F,,N,,,,,,,Y,,,L7M,A6
A1,A4,,A4,,A4,,,,,,0,RF,A2,A2   ,A1,69,M,,N,,,,,,,Y,,,L5H,A6
A3,A4,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,75,F,,N,,,,,,,Y,,,L7L,A6
A3,A4,,A5,A2,A3,,,,,,0,RF,A2,A1   ,A1,69,F,,N,,,,,,,Y,,,L7T,A6
A2,A4,,A4,A2,A2,,,,,,0,RF,A1,A2   ,A1,69,F,,N,,,,,,,Y,,,L6M,A6
A2,A4,,A4,A2,A3,,,,,,0,RF,A2,A1   ,A1,79,M,,N,,,,,,,Y,,,L7L,A6
A2,A2,,A4,A1,A3,,,,,,0,RF,A2,A1   ,A1,57,F,,N,,,,,,,,,Y,L6J,A5
A1,,,,,,,,,,,0,RF,RF,A2   ,RF,,,,,,,,,,,,,,,
A2,A5,,A2,A2,A2,A3,A2,A3,A2,A1,11,Mid,A1,A2   ,A2,34,F,,N,,,Y,,,,,,,p0p,A4
A1,A2,,,,A3,A4,A4,A4,A3,A4,19,High,A2,A2   ,RF,,F,,,,,,,,,,,,L4R,
A1,A5,,,,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,59,F,,N,,,Y,,,,,,,P0P,A5
A1,A4,,,,A2,A2,A3,A3,A2,A3,13,Mid,A1,A2   ,RF,,F,,,,,,,,,,,,P0p,
A2,A4,,A2,A3,A2,A2,A2,A2,A3,A2,11,Mid,A1,A2   ,A2,60,F,,Y,,,,Y,,,,,,L3V,A5
A1,A2,,,,A4,A4,A4,A4,A3,A4,19,High,A2,A2   ,RF,28,F,,N,,,Y,,,,,,,L4R,A4
A2,-oth-,all of the above,A5,A4,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,48,F,,N,,,Y,,,,,,,N0L,A5
A1,A6,,,,A2,A2,A2,A2,A2,A3,11,Mid,A1,A2   ,RF,51,F,,N,,,Y,,Y,,,,,N4N,A5
A3,-oth-,,RF,RF,RF,RF,RF,RF,RF,RF,0,RF,RF,RF   ,RF,0,F,,N,,,,,,,,,,,
A1,A4,,,,A2,A3,A3,A3,A2,A3,14,Mid,A1,A2   ,RF,43,F,,N,,,Y,,,,,,,P0P,A4
A1,A4,,,,A2,A2,A2,A2,A3,A2,11,Mid,A1,A2   ,RF,60,F,,Y,,,,Y,,,,,,L3V,A5
A2,-oth-,all of the above,A4,A4,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,48,F,,N,,,Y,,,,,,,N0L,A5
A2,-oth-,all of the above,A5,A4,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,48,F,,N,,,Y,,,,,,,N0L,A5
A1,A5,,,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,32,F,,N,,,Y,,,,,,,L4n,A4
A2,-oth-,all of the above,A5,A4,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,48,F,,N,,,Y,,,,,,,N0L,A5
A3,-oth-,,RF,RF,RF,RF,RF,RF,RF,RF,0,RF,RF,RF   ,RF,34,F,,N,,,,,,,,,Y,,A4
A2,-oth-,all of the above,A5,A4,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,48,F,,N,,,Y,,,,,,,48,A5
A3,-oth-,Helped me a lot to cope with covid by keeping busy and learning new things,A5,A2,A3,A3,A3,A3,A3,A3,15,High,A2,A1   ,A1,72,F,,N,,Y,,,,,,,,,A6
A3,A5,,A5,A3,A3,A4,A4,A3,A4,A4,19,High,A2,A2   ,A1,80,F,,N,,Y,,,,,,,,L5R,A6
A3,-oth-,Pass time,A4,A4,A3,A4,A4,A3,A3,A3,17,High,A2,A2   ,A1,69,RF,,RF,,,,,,,,,Y,L5B,A6
A3,A2,,A5,A3,A4,A3,A3,RF,A3,A3,12,Mid,A2,A1   ,A1,71,F,,N,,,,,,,,,Y,L,A6
A3,A6,,A5,A1,A1,RF,RF,A4,A4,RF,8,Low,A1,A2   ,A1,75,RF,,N,,,,,,,,,Y,,A6
A3,A5,,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,71,F,,N,,Y,,,,,,,,J3y,A6
A3,A3,,A5,RF,A3,RF,RF,RF,A3,RF,3,RF,A2,RF   ,A1,68,F,,N,,,,,,,,,Y,L5m,A6
A3,A5,,A4,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,72,F,,N,,Y,,,,,,,,l5m,A6
A3,-oth-,Enjoy the program’s,A5,A3,RF,A3,RF,RF,A3,RF,6,Low,RF,RF   ,A1,77,F,,N,,Y,,,,,,,,L5g,A6
A3,-oth-,Mental and physical activities for more meaningful and healthy life,A4,A4,A2,A3,A3,A3,A3,A3,15,High,A1,A2   ,A1,71,F,,N,,Y,,,Y,,,,,L5M,A6
A1,A3,,A5,,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,62,F,,N,,,,,,,Y,,,L3V,A5
A1,A3,,A4,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,62,F,,N,,,,,,,Y,,,L3V,A5
A3,-oth-,Helps during pandemic,A4,A4,A4,A4,A4,A3,A3,A4,18,High,A2,A2   ,A1,72,F,,N,,Y,,,,,,,,J4z,A6
A2,A3,,A4,A2,A3,A2,A2,A2,A3,A2,11,Mid,A2,A1   ,A1,60,NB,,Y,,,,Y,,,,,,L3V,A5
A2,A4,,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,,,,,,,,,,,,,,L4R,
A2,-oth-,all of the above,A5,A4,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,A1,48,F,,N,,,Y,,,,,,,N0L,A5
A2,A5,,A5,A2,A2,A2,A2,A2,A2,A3,11,Mid,A1,A2   ,A1,51,F,,N,,,Y,,Y,,,,,N4N,A5
A1,A5,,A5,,A2,A2,A3,A3,A3,A3,14,Mid,A1,A2   ,A1,43,F,,N,,,Y,,,,,,,P0p,A4
A2,A3,,A5,A3,A4,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,28,F,,N,,,Y,,,,,,,L4R,A4
A2,A2,,A5,A4,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,36,F,,N,,,Y,,,,,,,P0p,A4
A1,A5,,A2,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A2,32,F,,N,,,Y,,,,,,,L4N,A4
A2,A3,,A5,A3,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,,F,,,,,,,,,,,,P0p,
A1,A6,,,,A3,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,33,F,,N,,,,,,,Y,,,L4P,A4
A3,-oth-,Learn and participate in different activities organizedby MonsterArts and keep active.,A5,A4,A4,A3,A3,A3,A3,A3,15,High,A2,A2   ,A1,70,F,,N,,Y,,,,,,,,L5R,A6
A1,A3,,,,A1,A1,A2,A3,A2,A1,9,Low,A1,A2   ,RF,44,F,,N,,,,,,,Y,,,L2E,A4
A1,A4,,,,A3,A3,A3,A3,A3,A3,15,High,A2,A2   ,RF,80,F,,N,,,,,,,Y,,,L9F,A6
A1,A1,,,,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,31,M,,N,,,,,,,Y,,,,A4
A1,-oth-,overall grounded,,,A1,A3,A3,A3,A2,A2,13,Mid,A1,A2   ,RF,45,F,,N,,,Y,,,,,,,P0P,A5
A1,A5,,,,A2,A3,A2,A3,A3,A3,14,Mid,A1,A2   ,RF,65,F,,N,,,Y,,,,,,,P8N,A6
A1,A6,,,,A2,A4,A4,A4,A3,A4,19,High,A1,A2   ,RF,58,F,,N,,,,,,,Y,,,L0K,A5
A1,A5,,,,A3,A4,A4,A3,A4,A3,18,High,A2,A2   ,RF,46,NB,,N,,Y,Y,Y,,,,,,L9M,A5
A1,A5,,,,A3,A3,A4,A3,A3,A4,17,High,A2,A2   ,RF,55,F,,N,,,Y,,,,,,,p6a,A5
A1,A5,,,,A1,A4,A4,A4,A3,A4,19,High,A1,A2   ,RF,39,F,,N,,,Y,,,,,,,L9X,A4
A2,A5,,A2,A1,A3,A3,A2,A3,A2,A4,14,Mid,A2,A1   ,A2,52,F,,N,,,Y,,Y,,,,,L9m,A5
A1,A5,,,,A3,A4,A4,A3,A3,A4,18,High,A2,A2   ,RF,29,F,,N,,,Y,,,,,,,L9M,A4
A1,A5,,,,A1,A4,A4,A3,A3,A4,18,High,A1,A2   ,RF,34,F,,N,,,Y,,,,,,,L0m,A4
A1,A5,,,,A3,A4,A4,A4,A3,A4,19,High,A2,A2   ,RF,50,F,,N,,,Y,,,,,,,L0E,A5
A2,A6,,A5,A2,A2,A2,A2,A2,A2,A3,11,Mid,A1,A2   ,A1,51,F,,N,,,,,Y,,,,,n4n,A5
A3,A5,,A4,A2,A3,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,39,M,,N,,,Y,Y,,,,,,L0K,A4
A1,A5,,,,A2,A3,A2,A2,A2,A2,11,Mid,A1,A2   ,RF,40,F,,N,,,Y,,,,,,,N3S,A4
A1,A5,,,,A2,A4,A3,A4,A4,A3,18,High,A1,A2   ,RF,61,F,,N,,,Y,,,,,,,496,A5
A1,-oth-,Feel More connected to myself,,,A4,A4,A4,A3,A3,A3,17,High,A2,A2   ,RF,49,F,,N,,,Y,,,,,,,L9M,A5
A1,A5,,,,A2,A3,A4,A4,A3,A4,18,High,A1,A2   ,RF,41,F,,N,,,Y,,,,,,,L1H,A4
A1,A5,,,,A3,A4,A4,A3,A3,A4,18,High,A2,A2   ,RF,28,F,,N,,,Y,,,,,,,P1b,A4
A1,A5,,,,A2,A1,A1,A3,A1,A2,8,Low,A1,A2   ,RF,,F,,,,,,,,,,,,L4R,
A1,A5,,,,A2,A3,A3,A4,A3,A4,17,High,A1,A2   ,RF,57,F,,N,,,Y,,,,,,,L0E,A5
A1,A5,,,,A4,A4,A4,A4,A4,A4,20,High,A2,A2   ,RF,29,M,,N,,,Y,,,,,,,L9M,A4
A1,-oth-,Feel more connected to myself,,,A4,A4,A4,A3,A3,A3,17,High,A2,A2   ,RF,49,F,,N,,,Y,,,,,,,L9m,A5
A1,-oth-,i am open,,,A1,A3,A3,A3,A3,A2,14,Mid,A1,A2   ,RF,45,F,,N,,,Y,,,,,,,P0P,A5
A1,A5,,,,A3,A4,A4,A3,A4,A4,19,High,A2,A2   ,RF,30,F,,N,,,,Y,,,,,,N4T,A4
A1,A6,,,,A3,A3,A2,A3,A2,A3,13,Mid,A2,A2   ,RF,37,F,,N,,,,,,,Y,,,L3Y,A4
A1,A6,,,,A1,A1,A1,A3,A1,A3,9,Low,A1,A2   ,RF,35,F,,N,Y,Y,,,,,,,,L9N,A4
A1,A6,,,,RF,A1,A1,A1,A1,A1,5,Low,RF,RF   ,RF,28,F,,N,,,,,,,Y,,,L6A,A4
A1,A4,,,,A1,A2,A3,A1,A1,A3,10,Mid,A1,A2   ,RF,49,F,,N,,,,,Y,,,,,L3X,A5
A1,A6,,,,A1,A2,A3,A1,A1,A3,10,Mid,A1,A2   ,RF,49,F,,N,,,,,Y,,,,,L3X,A5
A1,A6,,,,RF,A2,A3,A3,A2,A3,13,Mid,RF,RF   ,RF,57,F,,N,,,,,,,Y,,,L0G,A5
A1,A6,,,,RF,A2,A3,A3,A2,A3,13,Mid,RF,RF   ,RF,57,F,,N,,,,,,,Y,,,L0G,A5
A1,A6,,,,RF,A2,A3,A3,A2,A3,13,Mid,RF,RF   ,RF,57,F,,N,,,,,,,Y,,,L0G,A5
A3,A5,,A5,A2,A3,A4,A4,A4,A4,A4,20,High,A2,A1   ,A1,27,F,,N,,,,Y,,,,,,N4S,A4
A1,A6,,,,A3,A4,A4,A3,A3,A4,18,High,A2,A2   ,RF,43,F,,N,,Y,,,,,,,,L3T,A4
A1,A2,,,,A1,A3,A3,A3,A3,A3,15,High,A1,A2   ,RF,,M,,,,,,,,,,,,,
A1,A4,,,,A2,A2,A3,A2,A3,A3,13,Mid,A1,A2   ,RF,27,F,,N,,,,,,,Y,,,L4P,A4
A1,A4,,A4,,A4,A3,A4,A4,A3,A4,18,High,A2,A2   ,A1,31,M,,N,,,,,,,Y,,,N2E,A4
A3,A5,,A4,A2,A4,A4,A4,A4,A3,A4,19,High,A2,A1   ,A1,62,F,,N,,,,,,,Y,,,L6M,A5
A3,A6,,A5,A3,A4,A3,A4,A4,A4,A4,19,High,A2,A1   ,A1,29,F,,N,,,,Y,,,,,,l5j,A4
